📋MASTER ASSET LIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assets - Current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Subitems,Sortable Asset #,Asset - Category,Asset - Subcategory,Market,🗺️LOCATIONS🗺️,Brand,Model,S/N,Description,Assigned to (People),IP,Mac Addresses,Ports & Protocols,Status,Labelled?,Replacement,Health,Impact,Est. Date of Receival,OG Est. Equipment Life (Yrs),Current Est. Equipment Life (Yrs),Age (Only Year),OG vs Current Life Difference (Yrs),OG Est. End of Life Date,Current Est. End of Life,OG Equipment Life Timeline - Start,OG Equipment Life Timeline - End,Current Equipment Life Timeline - Start,Current Equipment Life Timeline - End,Est. Replacement Cost($),Est. Replacement Project Costs,Actual Acquisition ($),Vehicle - Insurance Broker,Vehicle - Insurance Provider,Vehicle - Policy #,Vehicle - Permit # / Customer #,Vehicle - Plate #,Vehicle - Lease (Mths),Vehicle - Lease Start Date,Vehicle - Lease End Date,Vehicle - Allowance/Yr (kms),Vehicle - Plate Renewal Date,FE Asset Number,Total Replacement Est. ($),Current 12 month Activity,link to 🧱TX SITE BREAKDOWN,Item ID (auto generated)
320,,320,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,PFPower,BATT1500-EXT,PA00857B044223600015,External battery expansion for Furman/Panamax 1500 UPS - PF stands for Panamax/Furman,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-07-21,5,5,3,,2028-07-21,2028-07-21,2023-07-21,2028-07-21,2023-07-21,2028-07-21,1012,,,,,,,,,,,,,,1012,,,4853040225
319,,319,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Panamax,VT1512-IP,PA01034D-42211000026,Vertical PDU W/ Bluebolt - Server Room,,DHCP,10:65:A3:05:22:BC,,In Use,Yes,Replace,Healthy,Critical,2023-07-21,10,10,3,,2033-07-21,2033-07-21,2023-07-21,2033-07-21,2023-07-21,2033-07-21,370,,,,,,,,,,,,,,370,,,4851614300
318,,318,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Panamax,VT1512-IP,PA01034D-42211000025,Vertical PDU W/ Bluebolt - Server Room,,DHCP,10:65:A3:05:23:C1,,In Use,Yes,Replace,Healthy,Critical,2023-07-21,10,10,3,,2033-07-21,2033-07-21,2023-07-21,2033-07-21,2023-07-21,2033-07-21,370,,,,,,,,,,,,,,370,,,4851614241
316,,316,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Panamax,VT1512-IP,PA01034D-42211000164,Vertical PDU W/ Bluebolt - Server Room,,DHCP,10:65:A3:05:23:94,,In Use,Yes,Replace,Healthy,Critical,2023-07-21,10,10,3,,2033-07-21,2033-07-21,2023-07-21,2033-07-21,2023-07-21,2033-07-21,370,,,,,,,,,,,,,,370,,,4851613162
315,,315,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Panamax,M4315-PRO,PA00859T-96230100601,"Horizontal 19"" rack PDU and power conditioner w/ Bluebolt remote power cycling",,DHCP,10:65:A3:07:86:91,,In Use,Yes,Replace,Healthy,Critical,2023-07-07,10,10,3,,2033-07-07,2033-07-07,2023-07-07,2033-07-07,2023-07-07,2033-07-07,786.5,,,,,,,,,,,,,,786.5,,,4809769778
314,,314,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Furman,F1500-UPS,FM02818E-44230900089,UPS - NMC Studio Rack,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-07-07,5,5,3,,2028-07-07,2028-07-07,2023-07-07,2028-07-07,2023-07-07,2028-07-07,1700,,,,,,,,,,,,,,1700,,,4809754642
313,,313,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Furman,F1500-UPS,FM02818E-44230900028,UPS - NMC Rack 2,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-07-07,5,5,3,,2028-07-07,2028-07-07,2023-07-07,2028-07-07,2023-07-07,2028-07-07,1700,,,,,,,,,,,,,,1700,,,4805147124
312,,312,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Furman,F1500-UPS,FM02818E-44230900093,UPS - NMC Rack 1,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-07-07,5,5,3,,2028-07-07,2028-07-07,2023-07-07,2028-07-07,2023-07-07,2028-07-07,1700,,,,,,,,,,,,,142,1700,,,4805079496
311,,311,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,McMartin,TBM-1005,138294,5 Channel FM Receiver (We use for speakers),,N/A,,,In Use,Yes,Do Not Replace,Aging,Low,2010-01-01,10,16,16,6,2020-01-01,2026-01-01,2010-01-01,2020-01-01,2010-01-01,2026-01-01,,,,,,,,,,,,,,,0,,,4667933993
309,,309,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Apple,A2780,NKCWX5K29Y,MacBook Pro 16-inch,Dwayne Jamieson,,,,Damaged,Yes,Do Not Replace,Damaged,Medium,2023-06-09,5,3,3,-2,2028-06-09,2026-06-09,2023-06-09,2028-06-09,2023-06-09,2026-06-09,3150,,,,,,,,,,,,,,3150,Work on replacing,,4619442017
308,,308,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Middle Atlantic Products,WRK-44-32,09011509 (MFG Code),Rack - 44U - Rack 2 (Right Rack looking from front),,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-12-01,37,37,8,,2055-12-01,2055-12-01,2018-12-01,2055-12-01,2018-12-01,2055-12-01,2000,,,,,,,,,,,,,,2000,,,4597442926
307,,307,Technical Equipment,Tools,Belleville,Office - Belleville - National Media Centre,Brother,PT-E550W,U63936L2G773422,Industrial Label Maker,,N/A,,,In Use,Yes,Replace,Healthy,Low,2023-05-05,15,15,3,,2038-05-05,2038-05-05,2023-05-05,2038-05-05,2023-05-05,2038-05-05,370,,365.32,,,,,,,,,,,,370,,,4482508751
306,,306,Technical Equipment,Power,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Middle Atlantic Products,PD-2415SC-NS,05051506 (MFG Code),PDU 24 Outlet,,N/A,,,In Use,Yes,Do Not Replace,Healthy,Low,2018-12-01,7,7,8,,2025-12-01,2025-12-01,2018-12-01,2025-12-01,2018-12-01,2025-12-01,475,,,,,,,,,,,,,,475,,,4482508725
305,,305,Technical Equipment,Power,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Middle Atlantic Products,PD-2415SC-NS,05051506 (MFG Code),PDU 24 Outlet,,N/A,,,In Use,Yes,Do Not Replace,Healthy,Low,2018-12-01,7,7,8,,2025-12-01,2025-12-01,2018-12-01,2025-12-01,2018-12-01,2025-12-01,475,,,,,,,,,,,,,,475,,,4482508689
304,,304,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Middle Atlantic Products,ERK-1825,01300309 (MFG CODE),18U Rack,,N/A,,,In Use,Yes,Probably Replace,Healthy,Critical,2018-12-01,50,50,8,,2068-12-01,2068-12-01,2018-12-01,2068-12-01,2018-12-01,2068-12-01,1000,,,,,,,,,,,,,,1000,,,4482508659
303,,303,Building,HVAC,Regina,TX Site - Regina - Farm,Samsung,ACO36MNTDCH/AA,B8UDP3CR900024M - 0RY5PAGRB00047W,HVAC Unit for transmitter site,,,,,In Use,No,Replace,Healthy,Medium,2023-04-17,15,15,3,,2038-04-17,2038-04-17,2023-04-17,2038-04-17,2023-04-17,2038-04-17,16500,1500,12298,,,,,,,,,,,138,18000,,,4482508614
302,,302,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,Bext,TFLBDI 7-16,,Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2023-04-18,35,35,3,,2058-04-18,2058-04-18,2023-04-18,2058-04-18,2023-04-18,2058-04-18,1500,1000,1321.61,,,,,,,,,,,139,2500,,,4482508590
301,,301,Technical Equipment,Power,Thunder Bay,TX Site - Thunder Bay - Carrie,CyberPower,1500PFCLCD,,UPS,,N/A,,,In Use,No,Replace,Healthy,Critical,2021-01-01,5,10,5,5,2026-01-01,2031-01-01,2021-01-01,2026-01-01,2021-01-01,2031-01-01,2000,,,,,,,,,,,,,,2000,,,4482508546
300,,300,Technical Equipment,Broadcast,Thunder Bay,TX Site - Thunder Bay - Carrie,Henry Engineering (HE),,,Audio Switcher + Silence Detector,,N/A,,,In Use - Backup,No,Do Not Replace,Healthy,Low,2015-01-01,15,15,11,,2030-01-01,2030-01-01,2015-01-01,2030-01-01,2015-01-01,2030-01-01,1000,,,,,,,,,,,,,,1000,,,4482508512
299,,299,Technical Equipment,Power,Thunder Bay,TX Site - Thunder Bay - Carrie,Furman,M-8x2,,Power Conditioner,,N/A,,,In Use,No,Replace,Healthy,Critical,2021-03-01,10,10,5,,2031-03-01,2031-03-01,2021-03-01,2031-03-01,2021-03-01,2031-03-01,450,,,,,,,,,,,,,,450,,,4482508484
298,,298,Technical Equipment,Broadcast,Thunder Bay,TX Site - Thunder Bay - Carrie,Inovonics,255,,Audio Processor - Triband PWM - This is used with CROWN TX Backup,,N/A,,,In Use - Backup,No,Do Not Replace,Healthy,Low,2015-01-01,10,10,11,,2025-01-01,2025-01-01,2015-01-01,2025-01-01,2015-01-01,2025-01-01,0,,,,,,,,,,,,,,0,,,4482508431
297,,297,Technical Equipment,Power,Nipigon,TX Site - Nipigon - Castle,CyberPower,CP1000PFCLCD,,UPS,,N/A,,,In Use,No,Probably Replace,Healthy,Critical,2021-03-22,5,7,5,2,2026-03-22,2028-03-22,2021-03-22,2026-03-22,2021-03-22,2028-03-22,2000,,,,,,,,,,,,,,2000,,,4482508952
296,,296,Technical Equipment,Power,Nipigon,TX Site - Nipigon - Castle,Furman,M-8x2,,Power Conditioner,,N/A,,,In Use,No,Probably Replace,Healthy,Critical,2021-03-22,10,10,5,,2031-03-22,2031-03-22,2021-03-22,2031-03-22,2021-03-22,2031-03-22,150,,,,,,,,,,,,,,150,,,4482508933
295,,295,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Altronic,6710R1,N/A,"10 kW RF load with 1-5/8"" unflanged, recessed input + optional remote turn-on option for forced air cooled loads",,N/A,,,In Use,Not Necessary,Replace,Healthy,Medium,2023-04-12,35,35,3,,2058-04-12,2058-04-12,2023-04-12,2058-04-12,2023-04-12,2058-04-12,10000,,8515,,,,,,,,,,,136,10000,,,4482508912
294,,294,Technical Equipment,Broadcast,Saskatoon,TX Site - Saskatoon - Rawlco Tower,Telos,ZIPONE,0289L1744,Codec,,192.168.0.12,"00:90:FB:76:A6:E6, 58:50:AB:00:27:19","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,No,Replace,Healthy,Critical,2024-05-03,10,10,2,,2034-05-03,2034-05-03,2024-05-03,2034-05-03,2024-05-03,2034-05-03,4000,,3995,,,,,,,,,,,135,4000,,,4482508895
293,,293,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Coaxial Dynamics,82113,,Element; 1 5/8; 50-125MHz; 250W,,N/A,,,In Use,Not Necessary,Replace,Healthy,Low,2023-04-12,35,35,3,,2058-04-12,2058-04-12,2023-04-12,2058-04-12,2023-04-12,2058-04-12,300,,483,,,,,,,,,,,134,300,,,4482508875
292,,292,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Coaxial Dynamics,82118,,Element; 1 5/8; 50-125MHz; 10 KW,,N/A,,,In Use,Not Necessary,Replace,Healthy,Low,2023-04-12,35,35,3,,2058-04-12,2058-04-12,2023-04-12,2058-04-12,2023-04-12,2058-04-12,300,,420,,,,,,,,,,,133,300,,,4482508847
291,,291,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Coaxial Dynamics,88515-2,,"Line Section 1 5/8"";DS; UNFL;REC - Single Socket Unflanged Recessed Line Section. Receiver for 2 Elements (""Slugs"")",,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2023-04-12,35,35,3,,2058-04-12,2058-04-12,2023-04-12,2058-04-12,2023-04-12,2058-04-12,750,,720,,,,,,,,,,,132,750,,,4482508823
290,,290,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Coaxial Dynamics,Wattchman 81090,,RF Power Monitor/Alarm,,N/A,,,In Use,No,Replace,Healthy,Low,2023-04-12,15,15,3,,2038-04-12,2038-04-12,2023-04-12,2038-04-12,2023-04-12,2038-04-12,2000,,1750,,,,,,,,,,,131,2000,,,4482508785
289,,289,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Carrier,38TKB018300,0798E08036,"AC Condenser Units for Lower floor server room, studio/production",,,,,In Use,Not Necessary,Replace,Imminent Failure,High,2018-12-01,7,8,8,1,2025-12-01,2026-12-01,2018-12-01,2025-12-01,2018-12-01,2026-12-01,2500,2500,,,,,,,,,,,,,5000,TLC Mitigation,,4482508754
288,,288,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Carrier,38TKB018300,3098E30242,AC Condenser Units for Lower floor main area,,,,,In Use,Not Necessary,Replace,Imminent Failure,Medium,2018-12-01,7,8,8,1,2025-12-01,2026-12-01,2018-12-01,2025-12-01,2018-12-01,2026-12-01,2500,2500,,,,,,,,,,,,,5000,TLC Mitigation,,4482508731
287,,287,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Carrier,FB4ANF018,2998A21197,"HVAC Units in Server Room for server room,studio, production",,,,,In Use,Yes,Replace,Aging,High,2018-12-01,7,8,8,1,2025-12-01,2026-12-01,2018-12-01,2025-12-01,2018-12-01,2026-12-01,2500,2500,,,,,,,,,,,,,5000,TLC Mitigation,,4482508701
286,,286,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Carrier,FB4ANF018,2998A21194,HVAC Units in Server Room for lower floor main area,,,,,In Use,Yes,Replace,Aging,Medium,2018-12-01,7,8,8,1,2025-12-01,2026-12-01,2018-12-01,2025-12-01,2018-12-01,2026-12-01,2500,2500,,,,,,,,,,,,,5000,TLC Mitigation,,4482508676
285,,285,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Lennox,GCS16-030-75-5P,5605K17982,RTU HVAC Unit for Salon,,,,,In Use,Not Necessary,Probably Replace,Aging,High,2016-01-01,3,11,10,8,2019-01-01,2027-01-01,2016-01-01,2019-01-01,2016-01-01,2027-01-01,12000,5000,,,,,,,,,,,,,17000,,,4482508640
284,,284,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Mitsubishi  Electric,SLZ-KF12NA,1ZM04927,Indoor Zone Control Cassette HVAC Units - South Side,,,,,In Use,Yes,Replace,Healthy,Medium,2022-10-26,15,15,4,,2037-10-26,2037-10-26,2022-10-26,2037-10-26,2022-10-26,2037-10-26,2500,2500,,,,,,,,,,,,,5000,,,4482508613
283,,283,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Mitsubishi  Electric,SLZ-KF12NA,1ZM04915,Indoor Zone Control Cassette HVAC Units - North Side,,,,,In Use,Yes,Replace,Healthy,Medium,2022-10-26,15,15,4,,2037-10-26,2037-10-26,2022-10-26,2037-10-26,2022-10-26,2037-10-26,2500,2500,,,,,,,,,,,,,5000,,,4482508586
282,,282,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Mitsubishi  Electric,SLZ-KF12NA,16M02601,Indoor Zone Control Cassette HVAC Units - CEO Office,,,,,In Use,Yes,Replace,Healthy,Medium,2022-10-26,15,15,4,,2037-10-26,2037-10-26,2022-10-26,2037-10-26,2022-10-26,2037-10-26,2500,2500,,,,,,,,,,,,,5000,,,4482508554
280,,280,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Mitsubishi  Electric,MXZ-4C36NAHZ2,11U10427B,Outdoor Condenser unit x1 for indoor zone cassettes HVAC Units,,,,,In Use,Not Necessary,Replace,Healthy,Medium,2022-10-26,15,15,4,,2037-10-26,2037-10-26,2022-10-26,2037-10-26,2022-10-26,2037-10-26,2500,2500,,,,,,,,,,,,,5000,,,4482508530
279,,279,Building,HVAC,Belleville,Office - Belleville - National Media Centre,Carrier,48GCEM05A2A3A0A0A0,2722C07291,5 Ton HVAC RTU for Upper Office,,,,,In Use,Not Necessary,Replace,Healthy,High,2022-10-26,15,15,4,,2037-10-26,2037-10-26,2022-10-26,2037-10-26,2022-10-26,2037-10-26,10000,10000,,,,,,,,,,,,130,20000,,,4482508491
278,,278,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Rolls,RS80,UCB00001,QuartzPLL Synthesized Tuner - Radio Reciever - S/N Missing so I created one and scratched it into equipment,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2010-01-01,10,18,16,8,2020-01-01,2028-01-01,2010-01-01,2020-01-01,2010-01-01,2028-01-01,,,,,,,,,,,,,,,0,,,4482508456
277,,277,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Monoprice,MEH2400M,78560004022500453,24 Port 10/100 Mbps Fast Ethernet Switch,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2012-01-01,15,15,14,,2027-01-01,2027-01-01,2012-01-01,2027-01-01,2012-01-01,2027-01-01,100,,,,,,,,,,,,,,100,,,4482508399
276,,276,Technical Equipment,Power,Belleville,TX Site - Belleville - McNabb,APC,BR700G,4B1909P44981,UPS,,N/A,,,In Use,Yes,Possibly Replace,Aging,Critical,2010-01-01,5,17,16,12,2015-01-01,2027-01-01,2010-01-01,2015-01-01,2010-01-01,2027-01-01,375,,,,,,,,,,,,,,375,,,4482509076
275,,275,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,SBS,TX400,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,STL Transmitter,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Critical,2010-01-01,15,17,16,2,2025-01-01,2027-01-01,2010-01-01,2025-01-01,2010-01-01,2027-01-01,1500,,,,,,,,,,,,,,1500,,,4482509055
274,,274,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,,,,STL Antenna - Tony Gossman Said most likely a Scala (DS-900 Perhaps),,N/A,,,In Use,Not Necessary,Possibly Replace,Healthy,Critical,2010-01-01,35,35,16,,2045-01-01,2045-01-01,2010-01-01,2045-01-01,2010-01-01,2045-01-01,2500,,,,,,,,,,,,,,2500,,,4482509032
273,,273,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,McCurdy,EA2651,BLCAUA581901,Amplifier (Receives Bell Copper Lines),,N/A,,,In Use,Yes,Possibly Replace,Aging,Critical,2010-01-01,10,17,16,7,2020-01-01,2027-01-01,2010-01-01,2020-01-01,2010-01-01,2027-01-01,1000,,,,,,,,,,,,,,1000,,,4482509016
272,,272,Technical Equipment,Broadcast,Thunder Bay,TX Site - Thunder Bay - Carrie,Telos,ZIPONE,0289i0255,Codec,,192.168.35.222,"00:13:95:12:23:5C, 58:50:AB:90:06:C9","9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP, 8888 - TCP",In Use,No,Replace,Aging,Critical,2015-08-10,10,12,11,2,2025-08-10,2027-08-10,2015-08-10,2025-08-10,2015-08-10,2027-08-10,4000,,,,,,,,,,,,,,4000,,,4482508992
271,,271,Technical Equipment,Broadcast,Nipigon,TX Site - Nipigon - Castle,Telos,ZIPONE,0289L0003,Codec,,192.168.0.10,"58:50:AB:00:10:03, 00:13:95:18:55:5D","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,No,Replace,Healthy,Critical,2021-03-22,10,10,5,,2031-03-22,2031-03-22,2021-03-22,2031-03-22,2021-03-22,2031-03-22,4000,,,,,,,,,,,,,,4000,,,4482508970
270,,270,Technical Equipment,Power,Regina,TX Site - Regina - Farm,Panamax,VT1512-IP,PA01034D-42211000346,12 Outlet Power Distribution Equipment in Rack w/ remote power management,,DHCP,10:65:A3:05:23:35,,In Use,No,Replace,Healthy,Critical,2023-03-20,10,10,3,,2033-03-20,2033-03-20,2023-03-20,2033-03-20,2023-03-20,2033-03-20,475,,467.5,,,,,,,,,,,,475,,,4482508708
269,,269,Technical Equipment,Power,Regina,TX Site - Regina - Farm,Panamax,VT1512-IP,PA01034D-42211000345,12 Outlet Power Distribution Equipment in Rack w/ remote power management,,DHCP,10:65:A3:05:22:33,,In Use,No,Replace,Healthy,Critical,2023-03-20,10,10,3,,2033-03-20,2033-03-20,2023-03-20,2033-03-20,2023-03-20,2033-03-20,475,,467.5,,,,,,,,,,,,475,,,4482508652
267,,267,Technical Equipment,Broadcast,,Office - Belleville - National Media Centre,Telos,ZIPONE,0289i1052,Codec,,192.168.100.129,58:50:AB:90:13:A0,,In Use,Yes,Replace,Healthy,Critical,2016-01-01,10,11,10,1,2026-01-01,2027-01-01,2016-01-01,2026-01-01,2016-01-01,2027-01-01,4000,,,,,,,,,,,,,,4000,,,4482508930
266,,266,Technical Equipment,Broadcast,Chatham,Office - Chatham - Centre,Telos,ZIPONE,0289L1007,Codec,,192.168.103.10,,"9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP, 8888 - TCP",In Use,Yes,Replace,Healthy,Critical,2016-01-01,10,11,10,1,2026-01-01,2027-01-01,2016-01-01,2026-01-01,2016-01-01,2027-01-01,4000,,,,,,,,,,,,,,4000,,,4482508896
265,,265,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Omnia,VOLT,0439I6501,Audio Processor,,192.168.0.105,,"4547 - TCP, 7999 - TCP",In Use,No,Replace,Healthy,Critical,2023-03-19,10,10,3,,2033-03-19,2033-03-19,2023-03-19,2033-03-19,2023-03-19,2033-03-19,5060,,5055,,,,,,,,,,,137,5060,,,4482508817
264,,264,Technical Equipment,Connectivity,,Office - Belleville - National Media Centre,Cisco,240AC,PSZ24421CL2,Wifi Access Point,,"DHCP, 192.168.100.93",70:F0:96:86:0D:00,,In Use,No,Replace,Healthy,Medium,2021-05-12,5,7,5,2,2026-05-12,2028-05-12,2021-05-12,2026-05-12,2021-05-12,2028-05-12,263.43,,264.74,,,,,,,,,,,,263.43,,,4482508883
263,,263,Technical Equipment,Connectivity,,Office - Belleville - National Media Centre,Cisco,240AC,PSZ24261HF4,Wifi Access Point,,"DHCP, 192.168.100.93",54:8A:BA:A2:0D:F4,,In Use,Yes,Replace,Healthy,Medium,2021-01-14,5,7,5,2,2026-01-14,2028-01-14,2021-01-14,2026-01-14,2021-01-14,2028-01-14,263.43,,249.27,,,,,,,,,,,,263.43,,,4482508691
262,,262,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Lenovo,21CM0006US,PF44A161,ThinkPad X13 Gen 3 Aluminum,Dave Callan,,,,In Use,Yes,Replace,Healthy,Medium,2023-03-14,5,5,3,,2028-03-14,2028-03-14,2023-03-14,2028-03-14,2023-03-14,2028-03-14,1750,,,,,,,,,,,,,129,1750,,,4482508693
261,,261,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Myat,201-138,N/A,Patch Panel,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2023-02-28,35,35,3,,2058-02-28,2058-02-28,2023-02-28,2058-02-28,2023-02-28,2058-02-28,4000,,5240.35,,,,,,,,,,,127,4000,,,4482508591
260,,260,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Myat,"1-5/8"" Hardline",N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2023-02-28,35,35,3,,2058-02-28,2058-02-28,2023-02-28,2058-02-28,2023-02-28,2058-02-28,15000,,11791.59,,,,,,,,,,,128,15000,,,4482508517
259,,259,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Aim TTi,TF930,568170,3GHz Frequency Counter,,N/A,,,In Use,Yes,Replace,Healthy,Low,2023-02-28,15,15,3,,2038-02-28,2038-02-28,2023-02-28,2038-02-28,2023-02-28,2038-02-28,1300,,1282.21,,,,,,,,,,,126,1300,,,4482508473
258,,258,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Middle Atlantic Products,WRK-37-32,11080709,Rack - 37U,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-02-28,50,50,3,,2073-02-28,2073-02-28,2023-02-28,2073-02-28,2023-02-28,2073-02-28,2000,,1000,,,,,,,,,,,140,2000,,,4482508436
257,,257,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Nautel,V10 - NARF44,299,Transmitter 10KW,,N/A,,,In Use,Yes,Replace,Aging,Critical,2023-02-28,3,5,3,2,2026-02-28,2028-02-28,2023-02-28,2026-02-28,2023-02-28,2028-02-28,85000,,22500,,,,,,,,,,,118,85000,,,4482508368
256,,256,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Burk,Plus-X 300,AV224511,Remote Control System - TX Site,,192.168.0.107,70:B3:D5:64:1F:7B,83 - TCP,In Use,Yes,Replace,Healthy,Medium,2023-02-28,10,10,3,,2033-02-28,2033-02-28,2023-02-28,2033-02-28,2023-02-28,2033-02-28,2350,,2309.58,,,,,,,,,,,125,2350,,,4482509014
255,,255,Technical Equipment,Connectivity,Regina,TX Site - Regina - Farm,TP-Link,TL-SG1016DE(UN),22210F1000668,Gigabit Switch - 16 Port Switch,,N/A,14:EB:B6:89:68:3E,,In Use,Yes,Replace,Healthy,Critical,2023-02-28,15,15,3,,2038-02-28,2038-02-28,2023-02-28,2038-02-28,2023-02-28,2038-02-28,90,,,,,,,,,,,,,,90,,,4482508994
254,,254,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Burk,ARC Touch Plus,AG230506,Remote Control System - TX Site,,192.168.0.104,8C:1F:64:1F:E0:40,"82 - TCP, 2000 - TCP",In Use,Yes,Replace,Healthy,Medium,2023-02-28,10,10,3,,2033-02-28,2033-02-28,2023-02-28,2033-02-28,2023-02-28,2033-02-28,8275,,8274.66,,,,,,,,,,,124,8275,,,4482508964
253,,253,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Burk,PlusConnect,BN230602,Remote Control System - TX Site,,192.168.0.106,8C:1F:64:1F:E0:93,,In Use,Yes,Replace,Healthy,Medium,2023-02-28,10,10,3,,2033-02-28,2033-02-28,2023-02-28,2033-02-28,2023-02-28,2033-02-28,3650,,3631.61,,,,,,,,,,,123,3650,,,4482508948
252,,252,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Inovonics,531N,5093,FM Modulation Analyzer + Network Connectivity,,192.168.0.103,68:27:19:CA:E7:7C,81 - TCP,In Use,Yes,Replace,Healthy,Low,2023-02-28,10,10,3,,2033-02-28,2033-02-28,2023-02-28,2033-02-28,2023-02-28,2033-02-28,7675,,7669.39,,,,,,,,,,,122,7675,,,4482508926
251,,251,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Fostex,RM-3,0969438PT,Rack Mounted Speaker,,N/A,,,In Use,Yes,Replace,Healthy,Low,2023-02-28,10,10,3,,2033-02-28,2033-02-28,2023-02-28,2033-02-28,2023-02-28,2033-02-28,1100,,1083.11,,,,,,,,,,,121,1100,,,4482508897
250,,250,Technical Equipment,Power,Regina,TX Site - Regina - Farm,Furman,F1500-UPS,FM02818E-44222000082,UPS,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2023-02-20,5,5,3,,2028-02-20,2028-02-20,2023-02-20,2028-02-20,2023-02-20,2028-02-20,1700,,1663.75,,,,,,,,,,,119,1700,,,4482508880
249,,249,Technical Equipment,Connectivity,Regina,TX Site - Regina - Farm,SonicWall,TZ270,18C2412A74E0,Router/Firewall,,192.168.0.1,18:C2:41:2A:74:E0,443 - TCP,In Use,Yes,Replace,Healthy,Critical,2023-02-21,5,5,3,,2028-02-21,2028-02-21,2023-02-21,2028-02-21,2023-02-21,2028-02-21,1400,,1299.53,,,,,,,,,,,,1400,,,4482508848
