📋MASTER ASSET LIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assets - Current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Subitems,Sortable Asset #,Asset - Category,Asset - Subcategory,Market,🗺️LOCATIONS🗺️,Brand,Model,S/N,Description,Assigned to (People),IP,Mac Addresses,Ports & Protocols,Status,Labelled?,Replacement,Health,Impact,Est. Date of Receival,OG Est. Equipment Life (Yrs),Current Est. Equipment Life (Yrs),Age (Only Year),OG vs Current Life Difference (Yrs),OG Est. End of Life Date,Current Est. End of Life,OG Equipment Life Timeline - Start,OG Equipment Life Timeline - End,Current Equipment Life Timeline - Start,Current Equipment Life Timeline - End,Est. Replacement Cost($),Est. Replacement Project Costs,Actual Acquisition ($),Vehicle - Insurance Broker,Vehicle - Insurance Provider,Vehicle - Policy #,Vehicle - Permit # / Customer #,Vehicle - Plate #,Vehicle - Lease (Mths),Vehicle - Lease Start Date,Vehicle - Lease End Date,Vehicle - Allowance/Yr (kms),Vehicle - Plate Renewal Date,FE Asset Number,Total Replacement Est. ($),Current 12 month Activity,link to 🧱TX SITE BREAKDOWN,Item ID (auto generated)
158,,158,Other,,Belleville,Office - Belleville - National Media Centre,Build Marketing,Craft CMS,,UCB Canada Website,,,,,In Use,Not Necessary,N/A,N/A,N/A,2018-11-30,10,10,8,,2028-11-30,2028-11-30,2018-11-30,2028-11-30,2018-11-30,2028-11-30,,,59400,,,,,,,,,,,104,0,,,4482508225
157,,157,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,BEXT,LDR STL,1503388,STL Receiver,,N/A,,,In Use,Yes,Probably Replace,Healthy,Critical,2018-12-01,11,11,8,,2029-12-01,2029-12-01,2018-12-01,2029-12-01,2018-12-01,2029-12-01,1500,,3540,,,,,,,,,,,103,1500,,,4482508597
156,,156,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,BEXT,LDT STL 10W,1503387,STL 10W Transmitter,,N/A,,,In Use,Yes,Probably Replace,Healthy,Critical,2018-12-01,15,15,8,,2033-12-01,2033-12-01,2018-12-01,2033-12-01,2018-12-01,2033-12-01,1500,,3540,,,,,,,,,,,102,1500,,,4482508576
155,,155,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Fostex,RM3,0960554AE,Monitor Amp and Speakers,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-12-01,7,9,8,2,2025-12-01,2027-12-01,2018-12-01,2025-12-01,2018-12-01,2027-12-01,800,,615,,,,,,,,,,,101,800,,,4482508540
154,,154,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Scala,PR900,N/A,ParaReflector STL Antennas (Pair),,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2018-12-01,26,26,8,,2044-12-01,2044-12-01,2018-12-01,2044-12-01,2018-12-01,2044-12-01,2500,2000,4430,,,,,,,,,,,100,4500,,,4482508494
149,,149,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,OneScreeen,Unknown,YW200288G06220100,"ONESCREEN SN: YN200085G10070023
Computer SN: YW200288G06220100
Touchscreen Computer Screen - Large Upstairs Studio",,,,,In Use,Yes,Possibly Replace,Healthy,Low,2020-07-10,7,7,6,,2027-07-10,2027-07-10,2020-07-10,2027-07-10,2020-07-10,2027-07-10,10000,,4800,,,,,,,,,,,95,10000,,,4482508603
148,,148,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,OneScreen,One Screen 6,YW200850G12180145,"ONESCREEN SN: YN200118G101000019
Computer SN: YW200850G12180145 
Touchscreen Computer Screen - Smaller Cart 2",,,,,In Use,Yes,Possibly Replace,Healthy,Low,2020-07-10,7,7,6,,2027-07-10,2027-07-10,2020-07-10,2027-07-10,2020-07-10,2027-07-10,7500,,3695,,,,,,,,,,,94,7500,,,4482508678
147,,147,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,OneScreen,One Screen 6,YW200288G06220101,"ONESCREEN SN: YN200118G10100003
Computer SN: YW200288G06220101 
Touchscreen Computer Screen - Smaller Cart 1 -",,,,,In Use,Yes,Possibly Replace,Healthy,Low,2020-07-10,7,7,6,,2027-07-10,2027-07-10,2020-07-10,2027-07-10,2020-07-10,2027-07-10,7500,,3695,,,,,,,,,,,93,7500,,,4482508643
146,,146,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Apple,A2337,HRTJH72Z1WFV,MacBook Air 13-inch,John Connor,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2023-01-12,5,3,3,-2,2028-01-12,2026-01-12,2023-01-12,2028-01-12,2023-01-12,2026-01-12,2000,,1099,,,,,,,,,,,117,2000,,,4482508803
145,,145,Technical Equipment,Broadcast,Nipigon,TX Site - Nipigon - Castle,Nautel,VS300,16298,Transmitter,,192.168.0.11,70:B3:D5:87:C6:F9,"3501 - TCP, 80 - TCP",In Use,No,Replace,Healthy,Critical,2021-02-12,15,15,5,,2036-02-12,2036-02-12,2021-02-12,2036-02-12,2021-02-12,2036-02-12,7000,,6904,,,,,,,,,,,92,7000,,,4482508787
144,,144,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z440 Workstation,2UA6292N5Z,Zetta Splits (Old),,,,,In Use - Backup,Yes,Possibly Replace,Aging,High,2016-10-11,7,11,10,4,2023-10-11,2027-10-11,2016-10-11,2023-10-11,2016-10-11,2027-10-11,10000,,2099.2,,,,,,,,,,,91,10000,,,4482508598
143,,143,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Omnia,7,0365A0087,Audio Processor,,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2018-06-27,10,10,8,,2028-06-27,2028-06-27,2018-06-27,2028-06-27,2018-06-27,2028-06-27,5060,,6865,,,,,,,,,,,90,5060,,,4482508558
142,,142,Technical Equipment,Server,Belleville,Office - Belleville - National Media Centre,HP,Proliant DL380,MXQ62906PF,Zetta Server,,"192.168.100.97, 172.16.0.72",1C:98:EC:12:87:D0,,In Use,Yes,Replace,Healthy,Critical,2016-10-11,10,10,10,,2026-10-11,2026-10-11,2016-10-11,2026-10-11,2016-10-11,2026-10-11,29000,,19897.6,,,,,,,,,,,89,29000,Work on replacing,,4482508498
141,,141,Technical Equipment,Server,Belleville,Office - Belleville - National Media Centre,HP,Proliant DL360,MXQ65103JF,Server Pathfinder,,"192.168.100.18, 172.16.0.250",00:D0:69:53:5E:53,,In Use,Yes,Replace,Aging,Critical,2016-11-03,10,10,10,,2026-11-03,2026-11-03,2016-11-03,2026-11-03,2016-11-03,2026-11-03,25000,,19049.3,,,,,,,,,,,88,25000,Work on replacing,,4482508424
140,,140,Technical Equipment,Server,Belleville,Office - Belleville - National Media Centre,HP,Proliant DL360,MXQ65103JB,Server Stream 1 / SRVSTREAM1,,"192.168.100.17, 172.16.0.221",94:18:82:69:E3:1B,,In Use,Yes,Replace,Aging,Critical,2016-11-03,10,10,10,,2026-11-03,2026-11-03,2016-11-03,2026-11-03,2016-11-03,2026-11-03,25000,,19049.3,,,,,,,,,,,87,25000,Work on replacing,,4482508313
139,,139,Technical Equipment,Server,Belleville,Office - Belleville - National Media Centre,LENOVO,Thinkserver RS140,1S70F90009UXMJ01A1DT,Server - MJ,,192.168.100.10,44:39:C4:6D:46:5B,,In Use,Yes,Do Not Replace,Healthy,Critical,2017-12-31,10,10,9,,2027-12-31,2027-12-31,2017-12-31,2027-12-31,2017-12-31,2027-12-31,10000,,7396.55,,,,,,,,,,,86,10000,,,4482508610
138,,138,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Telos,IPort,0305LZ0695,Higher Density Codec,,"192.168.100.111, 172.16.0.190",00:19:0F:35:81:47,,In Use,Yes,Replace,Healthy,Critical,2019-05-01,10,10,7,,2029-05-01,2029-05-01,2019-05-01,2029-05-01,2019-05-01,2029-05-01,13000,,11398.24,,,,,,,,,,,85,13000,,,4482508562
137,,137,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Axia,IQ 8F Main,0275K0828,Primary Audio Console,,,,,In Use,Yes,Replace,Aging,Critical,2013-07-17,10,13,13,3,2023-07-17,2026-07-17,2013-07-17,2023-07-17,2013-07-17,2026-07-17,7000,,8290.35,,,,,,,,,,,84,7000,Deeper Review Required,,4482508622
136,,136,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,SIRA,CFM3-5,0000135342,FM Bandpass Filter,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-12-01,26,26,8,,2044-12-01,2044-12-01,2018-12-01,2044-12-01,2018-12-01,2044-12-01,2500,,5000,,,,,,,,,,,83,2500,,,4482508527
135,,135,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Mosely,HS-900D RX,MO-40007236,IP Lanlink Receive Unit,,192.168.91.2,"00:06:3D:08:5F:05, 00:06:3D:08:5F:04",,In Use,Yes,Do Not Replace,Chronic,High,2018-12-01,7,7,8,,2025-12-01,2025-12-01,2018-12-01,2025-12-01,2018-12-01,2025-12-01,,,2500,,,,,,,,,,,82,0,,,4482508495
134,,134,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Middle Atlantic Products,WRK 44-32,09011509 (MFG Code),Equipment Rack 44U - Rack 1 (Left Looking from front),,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-12-01,37,37,8,,2055-12-01,2055-12-01,2018-12-01,2055-12-01,2018-12-01,2055-12-01,2000,,1575,,,,,,,,,,,81,2000,,,4482508461
133,,133,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Day Sequerra,M2A,D 20795,FM Modulation Monitor,,N/A,,,In Use,Yes,Replace,Healthy,Medium,2018-12-01,7,9,8,2,2025-12-01,2027-12-01,2018-12-01,2025-12-01,2018-12-01,2027-12-01,8500,,3995,,,,,,,,,,,80,8500,,,4482508428
132,,132,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Coaxial Dynamics,Wattchman 81090,413,RF Power Monitor,,N/A,,,In Use,Yes,Replace,Healthy,Medium,2018-12-01,11,11,8,,2029-12-01,2029-12-01,2018-12-01,2029-12-01,2018-12-01,2029-12-01,850,,2650,,,,,,,,,,,79,850,,,4482508385
131,,131,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Burk,Plus-X IIU,BC154015,Integrated Input Unit,,192.168.91.12,,84 - TCP,In Use,Yes,Probably Replace,Healthy,High,2018-12-01,7,12,8,5,2025-12-01,2030-12-01,2018-12-01,2025-12-01,2018-12-01,2030-12-01,1500,,2000,,,,,,,,,,,78,1500,,,4482508351
130,,130,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Burk,Plus-X ICRU,BD154212,Integrated Command Relay Unit,,192.168.91.13,,,In Use,Yes,Probably Replace,Healthy,High,2018-12-01,7,12,8,5,2025-12-01,2030-12-01,2018-12-01,2025-12-01,2018-12-01,2030-12-01,1500,,2000,,,,,,,,,,,77,1500,,,4482508320
129,,129,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Burk,ARC Touch Plus,AG153912,Remote Control System,,192.168.91.23,00:50:C2:FF:48:71,"2000 - TCP, 83 - TCP",In Use,Yes,Replace,Healthy,High,2018-12-01,7,12,8,5,2025-12-01,2030-12-01,2018-12-01,2025-12-01,2018-12-01,2030-12-01,8275,,8260,,,,,,,,,,,76,8275,,,4482508291
128,,128,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,BE,STX1,0030790-000,Backup Transmitter,,192.168.91.16,,,In Use - Backup,Yes,Replace,Aging,High,2018-12-01,11,11,8,,2029-12-01,2029-12-01,2018-12-01,2029-12-01,2018-12-01,2029-12-01,10000,,10000,,,,,,,,,,,75,10000,,,4482508268
127,,127,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,BE,STX 5,0030382-000,Transmitter,,192.168.91.15,,,In Use,Yes,Replace,Aging,Critical,2018-12-01,11,9,8,-2,2029-12-01,2027-12-01,2018-12-01,2029-12-01,2018-12-01,2027-12-01,38950,3000,40000,,,,,,,,,,,74,41950,Deeper Review Required,,4482508246
126,,126,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,B&K,1856D,332C15145,Frequency Counter,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-12-01,11,11,8,,2029-12-01,2029-12-01,2018-12-01,2029-12-01,2018-12-01,2029-12-01,800,,925,,,,,,,,,,,73,800,,,4482508219
125,,125,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Telos,ZIPONE,0289L0978,Codec,,192.168.91.10,"00:90:FB:63:79:73, 58:50:AB:00:18:66","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Critical,2018-12-01,10,10,8,,2028-12-01,2028-12-01,2018-12-01,2028-12-01,2018-12-01,2028-12-01,4000,,2930,,,,,,,,,,,72,4000,,,4482508758
124,,124,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Omnia,Omnia 1,0218W11297,Audio Processor,,192.168.91.8,,,In Use,Yes,Probably Replace,Healthy,Critical,2018-12-01,10,10,8,,2028-12-01,2028-12-01,2018-12-01,2028-12-01,2018-12-01,2028-12-01,5060,,4500,,,,,,,,,,,71,5060,,,4482508733
123,,123,Technical Equipment,Broadcast,Fort McMurray,Office - Belleville - National Media Centre,SAGE,Endec 3644,B415436,Emergency Alert System - AB,,192.168.100.33,00:D0:69:49:45:BE,,In Use,Yes,Replace,Healthy,High,2018-12-01,10,10,8,,2028-12-01,2028-12-01,2018-12-01,2028-12-01,2018-12-01,2028-12-01,4000,,3548,,,,,,,,,,,70,4000,,,4482508711
122,,122,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Mosely,HS-900D TX,MO-40007237,IP Lanlink Transmit Unit,,192.168.91.11,"00:06:3D:08:48:42, 00:06:3D:08:48:41",,In Use,Yes,Do Not Replace,Healthy,Medium,2018-12-01,10,10,8,,2028-12-01,2028-12-01,2018-12-01,2028-12-01,2018-12-01,2028-12-01,0,,2500,,,,,,,,,,,69,0,,,4482508680
121,,121,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Inovonics,730,1943,RDS Encoder,,192.168.91.7,,"10001 - TCP, 10002 - TCP",In Use,Yes,Probably Replace,Healthy,Medium,2018-12-01,10,10,8,,2028-12-01,2028-12-01,2018-12-01,2028-12-01,2018-12-01,2028-12-01,5000,,2615,,,,,,,,,,,68,5000,,,4482508641
120,,120,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Cisco,C9200L-48T-4G-E V01,FOC251357NX,48 Port - Managed Network Switch,,,,,In Use,Yes,Replace,Healthy,Critical,2021-06-30,10,10,5,,2031-06-30,2031-06-30,2021-06-30,2031-06-30,2021-06-30,2031-06-30,3000,,2392.66,,,,,,,,,,,67,3000,,,4482508249
118,,118,Building,Generator,Belleville,Office - Belleville - National Media Centre,Generac,PD20REG-DB,,20 kW Generator,,,,,In Use,Not Necessary,Replace,Healthy,High,2017-08-10,20,20,9,,2037-08-10,2037-08-10,2017-08-10,2037-08-10,2017-08-10,2037-08-10,15000,,11137.77,,,,,,,,,,,65,15000,,,4482508280
117,,117,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Lenovo,20W0003KUS,PF31D5C9,ThinkPad T14 Gen 2,James Hunt,,,,In Use,Yes,Replace,Healthy,Medium,2021-11-26,5,5,5,,2026-11-26,2026-11-26,2021-11-26,2026-11-26,2021-11-26,2026-11-26,2000,,1695.58,,,,,,,,,,,64,2000,Work on replacing,,4482508542
116,,116,Vehicle,,Saskatoon,Residence - Tyler Rody,Hyundai,2017 Elantra,KMHD84LF2HU389161,,,,,,Buying Out,Not Necessary,N/A,,,2022-03-30,7,7,4,,2029-03-30,2029-03-30,2022-03-30,2029-03-30,2022-03-30,2029-03-30,25000,,7671.95,,SGI Canada,,88655444,709NKN,60,2017-01-01,2022-04-01,24000,2025-12-31,63,25000,,,4482508499
109,,109,Technical Equipment,Connectivity,Belleville,TX Site - Belleville - Read,Cisco,C9200-24T-E V01,JAE25221D5J,Catalyst 9200 24 Port Cisco Switch - Managed Network Switch - Multiple parts have SN but I went with main tag on the top,,,,,Not in Use,Yes,Probably Replace,Healthy,Not in Use,2021-03-31,15,15,5,,2036-03-31,2036-03-31,2021-03-31,2036-03-31,2021-03-31,2036-03-31,3500,,3257.3,,,,,,,,,,,59,3500,,,4482508344
108,,108,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Rolls,RS81,07150674,FM Rack Mount Receiver - Quartz PLL Synthesized AM / FM RDS Tuner,,N/A,,,In Use,No,Replace,Healthy,Critical,2016-07-25,10,12,10,2,2026-07-25,2028-07-25,2016-07-25,2026-07-25,2016-07-25,2028-07-25,800,,652.38,,,,,,,,,,,58,800,,,4482508315
107,,107,Technical Equipment,Broadcast,Chatham,Office - Chatham - Centre,Omnia,Volt,0439I5169,Audio Processor,,192.168.100.20,58:50:AB:90:31:BD,"80 - TCP, 7999 - TCP",In Use,Yes,Replace,Healthy,Critical,2022-05-30,10,10,4,,2032-05-30,2032-05-30,2022-05-30,2032-05-30,2022-05-30,2032-05-30,5060,,4385,,,,,,,,,,,57,5060,,,4482508292
106,,106,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Omnia,Volt,0439I4259,Audio Processor,,172.16.0.191,58:50:AB:90:2E:4A,,In Use,Yes,Replace,Healthy,Critical,2021-03-12,10,10,5,,2031-03-12,2031-03-12,2021-03-12,2031-03-12,2021-03-12,2031-03-12,5060,,4354.8,,,,,,,,,,,56,5060,,,4482508531
105,,105,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,Deva Broadcast,DB6000-STC,6K1KA084,Stereo Generator & Processor,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Critical,2021-03-12,10,10,5,,2031-03-12,2031-03-12,2021-03-12,2031-03-12,2021-03-12,2031-03-12,2200,,2049,,,,,,,,,,,55,2200,,,4482508233
104,,104,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Deva Broadcast,DB6000-STC,6K1K807B,Stereo Encoder -(Sitting in Box),,192.168.91.179,,,Not in Use,Yes,Do Not Replace,Healthy,Not in Use,2021-03-12,10,10,5,,2031-03-12,2031-03-12,2021-03-12,2031-03-12,2021-03-12,2031-03-12,2200,,2049,,,,,,,,,,,54,2200,,,4482508202
103,,103,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Nicom,FMP-5,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Receive Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2016-07-25,25,25,10,,2041-07-25,2041-07-25,2016-07-25,2041-07-25,2016-07-25,2041-07-25,1100,1000,1107,,,,,,,,,,,53,2100,,,4482508173
102,,102,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Nicom,BKG77,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Broadcast Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2016-05-02,25,25,10,,2041-05-02,2041-05-02,2016-05-02,2041-05-02,2016-05-02,2041-05-02,1600,1000,1593.24,,,,,,,,,,,52,2600,,,4482508743
101,,101,Technical Equipment,Broadcast,Belleville,TX Site - Kingston - KOS Tower,P-Tek/PTEK,P300,51355,"Transmitter - Originally purchased for Maynooth, not CSA type approved.  Now used as emergency backup for low power TX sites",,,,,In Use,Yes,Do Not Replace,Healthy,,2016-04-14,15,15,10,,2031-04-14,2031-04-14,2016-04-14,2031-04-14,2016-04-14,2031-04-14,5000,,3982.72,,,,,,,,,,,51,5000,,,4482508724
98,,98,Technical Equipment,Broadcast,Thunder Bay,TX Site - Thunder Bay - Carrie,Nautel,VS300,VS300-H1024,Transmitter,,192.168.35.211,40:D8:55:01:9A:E0,"3501 - TCP, 80 - TCP",In Use,No,Replace,Healthy,Critical,2015-08-10,15,15,11,,2030-08-10,2030-08-10,2015-08-10,2030-08-10,2015-08-10,2030-08-10,7000,,5891.58,,,,,,,,,,,49,7000,,,4482508621
97,,97,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Crown,FM300,300T011,Transmitter,,N/A,,,In Use,No,Replace,Aging,Critical,2007-11-22,15,20,19,5,2022-11-22,2027-11-22,2007-11-22,2022-11-22,2007-11-22,2027-11-22,6000,,4426.49,,,,,,,,,,,48,6000,,,4482508601
96,,96,Technical Equipment,Broadcast,Chatham,TX Site - Chatham - Fairview,Nautel,VS2.5,H0811,Transmitter,,192.168.1.5,,,In Use,No,Replace,Healthy,Critical,2015-06-07,15,15,11,,2030-06-07,2030-06-07,2015-06-07,2030-06-07,2015-06-07,2030-06-07,20000,,16944.15,,,,,,,,,,,47,20000,,,4482508561
95,,95,Building,Generator,Belleville,TX Site - Belleville - Read,Generac,,,Generator,,,,,In Use,Not Necessary,Replace,Healthy,Medium,2012-12-14,20,20,14,,2032-12-14,2032-12-14,2012-12-14,2032-12-14,2012-12-14,2032-12-14,14000,2000,14981.35,,,,,,,,,,,46,16000,,,4482508534
94,,94,Technical Equipment,Broadcast,Bancroft,TX Site - Bancroft - Eagles Nest,Nicom,FMP-5,NOT LIKELY TO GET/ MAY NOT HAVE,Receive Antenna,,N/A,,,In Use,No,Replace,Healthy,Critical,2008-12-08,25,25,18,,2033-12-08,2033-12-08,2008-12-08,2033-12-08,2008-12-08,2033-12-08,900,,858.79,,,,,,,,,,,45,900,,,4482508490
93,,93,Technical Equipment,Broadcast,Bancroft,TX Site - Bancroft - Eagles Nest,Nicom,BKG77,NOT LIKELY TO GET/ MAY NOT HAVE,Broadcast Antenna,,N/A,,,In Use,No,Replace,Healthy,Critical,2008-12-08,25,25,18,,2033-12-08,2033-12-08,2008-12-08,2033-12-08,2008-12-08,2033-12-08,1500,,3471.63,,,,,,,,,,,44,1500,,,4482508457
92,,92,Technical Equipment,Broadcast,Bancroft,TX Site - Bancroft - Eagles Nest,Crown,FM300,,Transmitter,,N/A,,,In Use,No,Replace,Aging,Critical,2008-10-08,15,19,18,4,2023-10-08,2027-10-08,2008-10-08,2023-10-08,2008-10-08,2027-10-08,6000,,5121.51,,,,,,,,,,,43,6000,,,4482508419
91,,91,Technical Equipment,Broadcast,Nipigon,TX Site - Nipigon - Castle,Bext,TFC2K,NOT LIKELY TO GET/ MAY NOT HAVE,Broadcast Antenna,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2021-03-01,25,25,5,,2046-03-01,2046-03-01,2021-03-01,2046-03-01,2021-03-01,2046-03-01,1400,0,1391.43,,,,,,,,,,,42,1400,,,4482508373
89,,89,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Axia,XNODE ANALOG,0298L2770,AD Converter,,172.16.0.12,,,In Use,Yes,Replace,Healthy,Critical,2018-11-29,10,10,8,,2028-11-29,2028-11-29,2018-11-29,2028-11-29,2018-11-29,2028-11-29,2825,,2561,,,,,,,,,,,41,2825,,,4482508514
88,,88,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Axia,XNODE ANALOG,0298L10227,AD Converter,,172.16.0.11,,,In Use,Yes,Replace,Healthy,Critical,2022-11-25,10,10,4,,2032-11-25,2032-11-25,2022-11-25,2032-11-25,2022-11-25,2032-11-25,2825,,2871.15,,,,,,,,,,,40,2825,,,4482508471
87,,87,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Nautel,VS300,10024999,Transmitter,,192.168.105.11,,"3501 - TCP, 80 - TCP",Not in Use,Yes,Replace,Healthy,Not in Use,2022-10-27,15,15,4,,2037-10-27,2037-10-27,2022-10-27,2037-10-27,2022-10-27,2037-10-27,7000,,5490,,,,,,,,,,,39,7000,,,4482508479
86,,86,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Axia,XNODE ANALOG,0298L2917,,,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2016-10-11,10,11,10,1,2026-10-11,2027-10-11,2016-10-11,2026-10-11,2016-10-11,2027-10-11,2825,,2783.06,,,,,,,,,,,38,2825,,,4482508250
85,,85,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Telos,ZIPONE,0289L0984,Codec,,192.168.91.9,"00:90:FB:78:92:39, 58:50:AB:00:18:75","8889 - TCP, 8150 - UDP, 8151 - UDP, 8152 - UDP, 8153 - UDP",In Use - Backup,Yes,Replace,Healthy,Low,2018-12-12,10,10,8,,2028-12-12,2028-12-12,2018-12-12,2028-12-12,2018-12-12,2028-12-12,4000,,2960.5,,,,,,,,,,,37,4000,,,4482508332
84,,84,Technical Equipment,Broadcast,Brockville,TX Site - Brockville - American Tower,Nautel,VS300,10024996,Transmitter,,192.168.104.102,,"3501 - TCP, 80 - TCP",In Use,Yes,Replace,Healthy,Critical,2022-10-12,15,15,4,,2037-10-12,2037-10-12,2022-10-12,2037-10-12,2022-10-12,2037-10-12,7000,,5548,,,,,,,,,,,36,7000,,,4482508199
83,,83,Technical Equipment,Power,,Office - Belleville - National Media Centre,Furman,F1500-UPS,FM02818E-44222000289,1500 VA Furman UPS W/Bluebolt CV2 Network Card,,DHCP,10:65:A3:07:79:8A,,In Use,Yes,Replace,Healthy,Critical,2022-10-20,5,5,4,,2027-10-20,2027-10-20,2022-10-20,2027-10-20,2022-10-20,2027-10-20,2000,,1818.07,,,,,,,,,,,35,2000,,,4482508182
82,,82,Technical Equipment,Tools,Belleville,Office - Belleville - National Media Centre,RigExpert,AA-230 ZOOM,123208685,Antenna Anaylzer,,,,,Not in Use,Yes,Replace,Healthy,N/A,2022-05-22,20,20,4,,2042-05-22,2042-05-22,2022-05-22,2042-05-22,2022-05-22,2042-05-22,700,,700,,,,,,,,,,,,700,,,4482508813
81,,81,Technical Equipment,Tools,Belleville,Office - Belleville - National Media Centre,Coaxial Dynamics,4165,400W,400W Dry Load N Fem,,,,,Not in Use,Yes,Replace,Healthy,N/A,2022-05-22,35,35,4,,2057-05-22,2057-05-22,2022-05-22,2057-05-22,2022-05-22,2057-05-22,850,,836,,,,,,,,,,,,850,,,4482508755
80,,80,Technical Equipment,Tools,Belleville,Office - Belleville - National Media Centre,Coaxial Dynamics,81021,1087,Directional R.F. Wattmeter,,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2022-05-22,15,15,4,,2037-05-22,2037-05-22,2022-05-22,2037-05-22,2022-05-22,2037-05-22,615,,609,,,,,,,,,,,,615,,,4482508727
79,,79,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,SAGE,Model 3644,B418919,Emergency Alert System - BC,,192.168.100.32,00:D0:69:53:5E:53,,In Use,Yes,Replace,Healthy,High,2022-08-20,10,10,4,,2032-08-20,2032-08-20,2022-08-20,2032-08-20,2022-08-20,2032-08-20,4000,,3747.11,,,,,,,,,,,34,4000,,,4482508915
78,,78,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,SAGE,Model 3644,B418920,Emergency Alert System,,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2022-08-20,10,10,4,,2032-08-20,2032-08-20,2022-08-20,2032-08-20,2022-08-20,2032-08-20,4000,,3747.11,,,,,,,,,,,33,4000,,,4482508892
