"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"02/25/2026 10:00:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","syncusers","0s"," ","","","","","","","","","NA","","syncusers via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 10:01:25","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","umar","0s"," ","","","","","","","","","NA","","umar via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 10:02:01","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","brandy","0s"," ","","","","","","","","","NA","","brandy via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 10:05:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","redis","0s"," ","","","","","","","","","NA","","redis via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 10:07:10","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","hull","0s"," ","","","","","","","","","NA","","hull via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 10:07:45","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","gomez","0s"," ","","","","","","","","","NA","","gomez via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 10:09:20","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dis","0s"," ","","","","","","","","","NA","","dis via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 10:13:41","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bruno","0s"," ","","","","","","","","","NA","","bruno via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/25/2026 10:14:07","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dm","0s"," ","","","","","","","","","NA","","dm via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/25/2026 10:14:42","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","nicole","0s"," ","","","","","","","","","NA","","nicole via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/25/2026 10:15:10","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","go","0s"," ","","","","","","","","","NA","","go via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 10:16:45","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","intermec","0s"," ","","","","","","","","","NA","","intermec via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/25/2026 10:21:38","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mssql","0s"," ","","","","","","","","","NA","","mssql via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/25/2026 10:22:48","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","audiouser","0s"," ","","","","","","","","","NA","","audiouser via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/25/2026 10:23:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bsxuser","0s"," ","","","","","","","","","NA","","bsxuser via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/25/2026 10:23:45","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","stevie","0s"," ","","","","","","","","","NA","","stevie via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 10:29:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","gen2","0s"," ","","","","","","","","","NA","","gen2 via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/25/2026 10:29:50","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","advwebadmin","0s"," ","","","","","","","","","NA","","advwebadmin via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/25/2026 10:35:37","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mobiledev","0s"," ","","","","","","","","","NA","","mobiledev via Web from 185.156.73.16","User login denied due to bad credentials",""
"02/25/2026 10:39:13","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","lonnie","0s"," ","","","","","","","","","NA","","lonnie via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 10:40:57","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","matt","0s"," ","","","","","","","","","NA","","matt via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/25/2026 10:41:42","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","demon","0s"," ","","","","","","","","","NA","","demon via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/25/2026 10:42:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.80","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","lasvegas","0s"," ","","","","","","","","","NA","","lasvegas via Web from 92.63.197.80","User login denied due to bad credentials",""
"02/25/2026 10:44:54","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","fred","0s"," ","","","","","","","","","NA","","fred via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 10:47:27","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","roadsafety","0s"," ","","","","","","","","","NA","","roadsafety via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 10:49:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","vpntest2","0s"," ","","","","","","","","","NA","","vpntest2 via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 10:49:50","1305","VPN","VPN IKE","IKE Responder: No VPN Policy found for IKE ID","Standard Note String","Warning","","","","","","","","","","20.163.32.0","50114","","","","","69.31.226.50","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","Received ID Type User FQDN : ID test","IKE Responder : VPN Policy for IKE ID not found",""
"02/25/2026 10:51:51","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","admigration","0s"," ","","","","","","","","","NA","","admigration via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 10:52:26","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","adminview","0s"," ","","","","","","","","","NA","","adminview via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 10:52:56","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","hopkins","0s"," ","","","","","","","","","NA","","hopkins via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 10:56:53","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","remark","0s"," ","","","","","","","","","NA","","remark via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 10:58:46","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","converge","0s"," ","","","","","","","","","NA","","converge via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/25/2026 11:01:01","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","testmailsync","0s"," ","","","","","","","","","NA","","testmailsync via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/25/2026 11:01:30","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","us","0s"," ","","","","","","","","","NA","","us via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 11:01:52","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","landry","0s"," ","","","","","","","","","NA","","landry via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/25/2026 11:04:35","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","small","0s"," ","","","","","","","","","NA","","small via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/25/2026 11:09:08","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","inads","0s"," ","","","","","","","","","NA","","inads via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/25/2026 11:10:11","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","griffin","0s"," ","","","","","","","","","NA","","griffin via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/25/2026 11:15:56","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mnb","0s"," ","","","","","","","","","NA","","mnb via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/25/2026 11:17:00","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","phil","0s"," ","","","","","","","","","NA","","phil via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 11:17:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","j2ee_admin","0s"," ","","","","","","","","","NA","","j2ee_admin via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/25/2026 11:21:54","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","billinggrp","0s"," ","","","","","","","","","NA","","billinggrp via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/25/2026 11:22:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mama","0s"," ","","","","","","","","","NA","","mama via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 11:25:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","sch","0s"," ","","","","","","","","","NA","","sch via Web from 185.156.73.16","User login denied due to bad credentials",""
"02/25/2026 11:28:15","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","meraki","0s"," ","","","","","","","","","NA","","meraki via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/25/2026 11:30:56","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dbuser","0s"," ","","","","","","","","","NA","","dbuser via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 11:33:47","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","webadmin","0s"," ","","","","","","","","","NA","","webadmin via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/25/2026 11:34:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","pl","0s"," ","","","","","","","","","NA","","pl via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 11:35:54","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mazen","0s"," ","","","","","","","","","NA","","mazen via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 11:36:04","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.80","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","marius","1s"," ","","","","","","","","","NA","","marius via Web from 92.63.197.80","User login denied due to bad credentials",""
"02/25/2026 11:36:58","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","entrypoint","0s"," ","","","","","","","","","NA","","entrypoint via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 11:39:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","databases","0s"," ","","","","","","","","","NA","","databases via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 11:39:47","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","backuponly","0s"," ","","","","","","","","","NA","","backuponly via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 11:42:48","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","money","0s"," ","","","","","","","","","NA","","money via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/25/2026 11:44:20","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mydlp","0s"," ","","","","","","","","","NA","","mydlp via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 11:48:38","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bullock","0s"," ","","","","","","","","","NA","","bullock via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/25/2026 11:49:19","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","style","0s"," ","","","","","","","","","NA","","style via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/25/2026 11:52:09","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mohit","0s"," ","","","","","","","","","NA","","mohit via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/25/2026 11:54:50","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","proxy","0s"," ","","","","","","","","","NA","","proxy via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 11:57:24","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","peter","0s"," ","","","","","","","","","NA","","peter via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/25/2026 11:57:49","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","season","0s"," ","","","","","","","","","NA","","season via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/25/2026 12:00:46","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","panties","0s"," ","","","","","","","","","NA","","panties via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 12:04:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","test-04","0s"," ","","","","","","","","","NA","","test-04 via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/25/2026 12:07:53","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","cablecom","0s"," ","","","","","","","","","NA","","cablecom via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/25/2026 12:08:49","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","evan","0s"," ","","","","","","","","","NA","","evan via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 12:14:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","administratoren","0s"," ","","","","","","","","","NA","","administratoren via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/25/2026 12:15:36","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","mariam","0s"," ","","","","","","","","","NA","","mariam via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/25/2026 12:15:42","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","aaron","0s"," ","","","","","","","","","NA","","aaron via Web from 185.156.73.16","User login denied due to bad credentials",""
"02/25/2026 12:17:26","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","showroom","0s"," ","","","","","","","","","NA","","showroom via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 12:19:58","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","localdomain","0s"," ","","","","","","","","","NA","","localdomain via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/25/2026 12:21:52","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","meg","0s"," ","","","","","","","","","NA","","meg via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/25/2026 12:24:19","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","kyle","0s"," ","","","","","","","","","NA","","kyle via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/25/2026 12:26:55","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","hull","0s"," ","","","","","","","","","NA","","hull via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/25/2026 12:27:11","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","asd123","0s"," ","","","","","","","","","NA","","asd123 via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/25/2026 12:27:30","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","cobb","0s"," ","","","","","","","","","NA","","cobb via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/25/2026 12:28:09","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.80","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","lorenzo","0s"," ","","","","","","","","","NA","","lorenzo via Web from 92.63.197.80","User login denied due to bad credentials",""
"02/25/2026 12:31:55","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","sep","0s"," ","","","","","","","","","NA","","sep via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/25/2026 12:32:49","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","cote","0s"," ","","","","","","","","","NA","","cote via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/25/2026 12:36:01","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","manuel","0s"," ","","","","","","","","","NA","","manuel via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/25/2026 12:36:51","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","amanda","0s"," ","","","","","","","","","NA","","amanda via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/25/2026 12:38:41","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dxb","0s"," ","","","","","","","","","NA","","dxb via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/25/2026 12:39:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","it.project","0s"," ","","","","","","","","","NA","","it.project via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/25/2026 12:45:32","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bobbie","0s"," ","","","","","","","","","NA","","bobbie via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/25/2026 12:45:44","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","sanu","0s"," ","","","","","","","","","NA","","sanu via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/25/2026 12:46:44","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","osama","0s"," ","","","","","","","","","NA","","osama via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/25/2026 12:52:24","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","deskres","0s"," ","","","","","","","","","NA","","deskres via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/25/2026 12:55:23","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","backup admin","0s"," ","","","","","","","","","NA","","backup admin via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/25/2026 12:59:50","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","storwatch","0s"," ","","","","","","","","","NA","","storwatch via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/25/2026 13:02:57","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","pro","0s"," ","","","","","","","","","NA","","pro via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/25/2026 13:04:07","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","12345678","0s"," ","","","","","","","","","NA","","12345678 via Web from 88.210.63.62","User login denied due to bad credentials",""
